timestamp_s,FL_hip_q_real,FL_hip_q_ref,FL_hip_dq_real,FL_hip_error,FL_knee_q_real,FL_knee_q_ref,FL_knee_dq_real,FL_knee_error,FR_hip_q_real,FR_hip_q_ref,FR_hip_dq_real,FR_hip_error,FR_knee_q_real,FR_knee_q_ref,FR_knee_dq_real,FR_knee_error,BR_hip_q_real,BR_hip_q_ref,BR_hip_dq_real,BR_hip_error,BR_knee_q_real,BR_knee_q_ref,BR_knee_dq_real,BR_knee_error,BL_hip_q_real,BL_hip_q_ref,BL_hip_dq_real,BL_hip_error,BL_knee_q_real,BL_knee_q_ref,BL_knee_dq_real,BL_knee_error
3.970000,0.917720,0.932913,1.159225,0.015194,-1.844883,-1.790183,-0.196222,0.054700,0.890036,0.886477,-1.210121,-0.003560,-1.852178,-1.851652,-0.041414,0.000526,0.931111,0.932913,1.078427,0.001803,-1.858695,-1.790183,-0.018194,0.068512,0.899536,0.886477,-0.787127,-0.013059,-1.858466,-1.851652,-0.191667,0.006814
3.972000,0.920093,0.934800,1.163365,0.014707,-1.845447,-1.790062,-0.209096,0.055385,0.886666,0.884299,-1.281330,-0.002368,-1.852700,-1.851339,-0.074357,0.001362,0.933033,0.934800,1.060849,0.001767,-1.858360,-1.790062,0.009671,0.068298,0.898962,0.884299,-0.712084,-0.014663,-1.858386,-1.851339,-0.156922,0.007048
3.974000,0.922291,0.936678,1.153681,0.014387,-1.846169,-1.789935,-0.231874,0.056234,0.883208,0.882121,-1.348478,-0.001087,-1.852778,-1.851010,-0.069046,0.001769,0.934488,0.936678,1.010810,0.002190,-1.857631,-1.789935,0.062909,0.067696,0.898168,0.882121,-0.664784,-0.016047,-1.857913,-1.851010,-0.097896,0.006904
3.976000,0.924322,0.938546,1.132943,0.014224,-1.847067,-1.789803,-0.264446,0.057264,0.879798,0.879944,-1.401957,0.000145,-1.852449,-1.850665,-0.033967,0.001783,0.935487,0.938546,0.934130,0.003059,-1.856536,-1.789803,0.135627,0.066733,0.897027,0.879944,-0.650674,-0.017083,-1.857079,-1.850665,-0.020660,0.006414
3.978000,0.926220,0.940404,1.105361,0.014184,-1.848144,-1.789665,-0.305567,0.058479,0.876600,0.877767,-1.431572,0.001168,-1.851858,-1.850306,0.015410,0.001552,0.936101,0.940404,0.840070,0.004303,-1.855148,-1.789665,0.219364,0.065483,0.895450,0.877767,-0.671380,-0.017682,-1.855960,-1.850306,0.066378,0.005654
3.980000,0.928046,0.942252,1.076475,0.014206,-1.849503,-1.789521,-0.361658,0.059982,0.874919,0.875592,-1.342891,0.000673,-1.853410,-1.849932,-0.103262,0.003478,0.936380,0.942252,0.734991,0.005871,-1.853552,-1.789521,0.306121,0.064031,0.893322,0.875592,-0.730263,-0.017730,-1.854625,-1.849932,0.156523,0.004694
3.982000,0.929832,0.944089,1.048979,0.014257,-1.850891,-1.789373,-0.411466,0.061518,0.873799,0.873418,-1.225430,-0.000381,-1.854656,-1.849543,-0.181256,0.005114,0.936574,0.944089,0.639293,0.007515,-1.851908,-1.789373,0.383546,0.062535,0.890763,0.873418,-0.812655,-0.017344,-1.853263,-1.849543,0.235217,0.003720
3.984000,0.931629,0.945915,1.026454,0.014286,-1.852211,-1.789219,-0.448746,0.062992,0.873543,0.871247,-1.060833,-0.002296,-1.855745,-1.849139,-0.235750,0.006607,0.936847,0.945915,0.563840,0.009068,-1.850333,-1.789219,0.444122,0.061114,0.887827,0.871247,-0.910959,-0.016580,-1.851991,-1.849139,0.295361,0.002852
3.986000,0.933474,0.947731,1.010810,0.014257,-1.853353,-1.789060,-0.467085,0.064293,0.874246,0.869078,-0.848988,-0.005168,-1.856630,-1.848720,-0.266745,0.007910,0.937343,0.947731,0.516447,0.010388,-1.848924,-1.789060,0.483149,0.059865,0.884598,0.869078,-1.016442,-0.015520,-1.850904,-1.848720,0.332533,0.002184
3.988000,0.935379,0.949535,1.002062,0.014156,-1.854207,-1.788896,-0.461124,0.065312,0.875831,0.866912,-0.602755,-0.008919,-1.857173,-1.848288,-0.267459,0.008886,0.938165,0.949535,0.500653,0.011370,-1.847741,-1.788896,0.499422,0.058845,0.881174,0.866912,-1.120767,-0.014262,-1.850062,-1.848288,0.345790,0.001775
3.990000,0.937327,0.951328,0.997879,0.014000,-1.854656,-1.788727,-0.425582,0.065929,0.877633,0.864750,-0.377239,-0.012883,-1.857373,-1.847841,-0.242360,0.009533,0.939370,0.951328,0.515965,0.011957,-1.846802,-1.788727,0.494919,0.058076,0.877659,0.864750,-1.216333,-0.012909,-1.849486,-1.847841,0.337162,0.001645
3.992000,0.939298,0.953108,0.996042,0.013810,-1.854634,-1.788553,-0.360099,0.066081,0.879449,0.862591,-0.184422,-0.016858,-1.857058,-1.847379,-0.182336,0.009678,0.940967,0.953108,0.558275,0.012142,-1.846093,-1.788553,0.473886,0.057540,0.874150,0.862591,-1.297022,-0.011559,-1.849158,-1.847379,0.311207,0.001778
3.994000,0.941265,0.954877,0.994094,0.013613,-1.854123,-1.788374,-0.267816,0.065749,0.881233,0.860436,-0.022941,-0.020797,-1.856173,-1.846904,-0.088645,0.009269,0.942912,0.954877,0.620440,0.011965,-1.845567,-1.788374,0.442228,0.057193,0.870735,0.860436,-1.358569,-0.010299,-1.849031,-1.846904,0.274008,0.002127
3.996000,0.943197,0.956634,0.989912,0.013437,-1.853134,-1.788191,-0.153403,0.064942,0.882811,0.858286,0.098816,-0.024525,-1.854803,-1.846415,0.027384,0.008388,0.945149,0.956634,0.695133,0.011485,-1.845174,-1.788191,0.405358,0.056983,0.867504,0.858286,-1.397118,-0.009218,-1.849056,-1.846415,0.231081,0.002640
3.998000,0.945093,0.958378,0.983607,0.013285,-1.851704,-1.788004,-0.023158,0.063700,0.884046,0.856141,0.176648,-0.027905,-1.853079,-1.845913,0.152598,0.007167,0.947644,0.958378,0.778036,0.010733,-1.844892,-1.788004,0.365699,0.056889,0.864576,0.856141,-1.407200,-0.008434,-1.849206,-1.845913,0.185166,0.003293
4.000000,0.946934,0.960109,0.974179,0.013175,-1.849892,-1.787812,0.116213,0.062080,0.884704,0.854002,0.199461,-0.030702,-1.851070,-1.845397,0.280426,0.005673,0.950323,0.960109,0.862247,0.009786,-1.844667,-1.787812,0.327786,0.056855,0.862017,0.854002,-1.388050,-0.008015,-1.849429,-1.845397,0.140646,0.004032
4.002000,0.948691,0.961827,0.959847,0.013136,-1.847774,-1.787615,0.257639,0.060158,0.884497,0.851868,0.154029,-0.032629,-1.848841,-1.844867,0.405533,0.003974,0.953074,0.961827,0.939192,0.008754,-1.844417,-1.787615,0.297315,0.056802,0.859834,0.851868,-1.343502,-0.007966,-1.849650,-1.844867,0.102958,0.004783
4.004000,0.950327,0.963532,0.938571,0.013205,-1.845439,-1.787415,0.394081,0.058024,0.883115,0.849741,0.027288,-0.033374,-1.846463,-1.844325,0.523061,0.002138,0.955762,0.963532,0.999949,0.007770,-1.844053,-1.787415,0.280011,0.056638,0.857981,0.849741,-1.281005,-0.008240,-1.849783,-1.844325,0.077562,0.005458
4.006000,0.951805,0.965224,0.908628,0.013419,-1.842984,-1.787211,0.519084,0.055774,0.880245,0.847620,-0.192014,-0.032625,-1.844002,-1.843769,0.629152,0.000233,0.958253,0.965224,1.036748,0.006971,-1.843487,-1.787211,0.280467,0.056277,0.856363,0.847620,-1.210152,-0.008743,-1.849744,-1.843769,0.068863,0.005974
4.008000,0.953096,0.966902,0.869138,0.013806,-1.840503,-1.787003,0.627336,0.053500,0.875595,0.845506,-0.512021,-0.030088,-1.841509,-1.843201,0.721722,-0.001692,0.960428,0.966902,1.044355,0.006474,-1.842650,-1.787003,0.301153,0.055648,0.854865,0.845506,-1.140998,-0.009359,-1.849467,-1.843201,0.079290,0.006266
4.010000,0.954187,0.968566,0.820564,0.014379,-1.838098,-1.786791,0.713611,0.051307,0.869095,0.843400,-0.922699,-0.025695,-1.839365,-1.842620,0.774288,-0.003255,0.962194,0.968566,1.020209,0.006372,-1.841502,-1.786791,0.342092,0.054712,0.853352,0.843400,-1.083345,-0.009951,-1.848910,-1.842620,0.109174,0.006290
4.012000,0.955113,0.970216,0.766969,0.015103,-1.835870,-1.786575,0.773687,0.049294,0.861084,0.841302,-1.385107,-0.019782,-1.838202,-1.842027,0.745374,-0.003825,0.963554,0.970216,0.969170,0.006662,-1.840081,-1.786575,0.397367,0.053506,0.851749,0.841302,-1.041045,-0.010447,-1.848102,-1.842027,0.153387,0.006075
4.014000,0.956000,0.971852,0.718438,0.015852,-1.833888,-1.786356,0.806221,0.047532,0.852432,0.839212,-1.826215,-0.013220,-1.838554,-1.841422,0.607186,-0.002868,0.964689,0.971852,0.908921,0.007162,-1.838562,-1.786356,0.451709,0.052206,0.850144,0.839212,-1.005294,-0.010931,-1.847201,-1.841422,0.197920,0.005780
4.016000,0.956975,0.973473,0.683771,0.016498,-1.832142,-1.786134,0.816231,0.046009,0.843962,0.837131,-2.187533,-0.006831,-1.840361,-1.840805,0.380593,-0.000444,0.965836,0.973473,0.858588,0.007637,-1.837132,-1.786134,0.491189,0.050998,0.848675,0.837131,-0.964640,-0.011544,-1.846385,-1.840805,0.229469,0.005580
4.018000,0.958140,0.975079,0.668605,0.016939,-1.830555,-1.785909,0.812848,0.044647,0.836342,0.835059,-2.430933,-0.001283,-1.842993,-1.840176,0.126064,0.002817,0.967223,0.975079,0.833830,0.007856,-1.835944,-1.785909,0.506612,0.050035,0.847485,0.835059,-0.909192,-0.012426,-1.845798,-1.840176,0.239110,0.005622
4.020000,0.959554,0.976671,0.674390,0.017117,-1.829029,-1.785680,0.805417,0.043348,0.830032,0.832997,-2.539549,0.002965,-1.845511,-1.839535,-0.081719,0.005976,0.969004,0.976671,0.842320,0.007667,-1.835074,-1.785680,0.495893,0.049394,0.846660,0.832997,-0.834729,-0.013663,-1.845509,-1.839535,0.224879,0.005974
4.022000,0.961225,0.978248,0.698546,0.017022,-1.827488,-1.785449,0.800141,0.042039,0.825282,0.830944,-2.514827,0.005662,-1.847041,-1.838883,-0.184195,0.008158,0.971211,0.978248,0.881534,0.007036,-1.834496,-1.785449,0.464820,0.049048,0.846177,0.830944,-0.745735,-0.015232,-1.845487,-1.838883,0.192803,0.006604
4.024000,0.963110,0.979809,0.735111,0.016699,-1.825924,-1.785215,0.797397,0.040710,0.822146,0.828902,-2.372842,0.006756,-1.847089,-1.838220,-0.160139,0.008869,0.973738,0.979809,0.938830,0.006070,-1.834095,-1.785215,0.425190,0.048880,0.845892,0.828902,-0.655215,-0.016990,-1.845603,-1.838220,0.155215,0.007382
4.026000,0.965124,0.981354,0.775902,0.016230,-1.824406,-1.784978,0.791637,0.039428,0.820500,0.826871,-2.140334,0.006370,-1.845679,-1.837546,-0.030344,0.008132,0.976358,0.981354,0.994440,0.004997,-1.833679,-1.784978,0.392627,0.048701,0.845563,0.826871,-0.581652,-0.018692,-1.845666,-1.837546,0.127175,0.008120
4.028000,0.967162,0.982884,0.812382,0.015722,-1.823054,-1.784739,0.774305,0.038315,0.820090,0.824850,-1.850069,0.004760,-1.843283,-1.836862,0.153876,0.006421,0.978782,0.982884,1.027099,0.004102,-1.833036,-1.784739,0.381910,0.048298,0.844894,0.824850,-0.544531,-0.020044,-1.845475,-1.836862,0.122427,0.008613
4.030000,0.969122,0.984399,0.837485,0.015277,-1.821996,-1.784497,0.737484,0.037499,0.820568,0.822841,-1.536671,0.002273,-1.840589,-1.836166,0.332866,0.004422,0.980742,0.984399,1.020073,0.003656,-1.831991,-1.784497,0.403044,0.047493,0.843613,0.822841,-0.558966,-0.020772,-1.844869,-1.836166,0.149477,0.008703
4.032000,0.970923,0.985897,0.846968,0.014974,-1.821325,-1.784254,0.677235,0.037071,0.821542,0.820844,-1.233152,-0.000698,-1.838206,-1.835461,0.461648,0.002745,0.982061,0.985897,0.965947,0.003836,-1.830445,-1.784254,0.458551,0.046191,0.841533,0.820844,-0.631097,-0.020689,-1.843777,-1.835461,0.208953,0.008316
4.034000,0.972543,0.987379,0.841435,0.014835,-1.821022,-1.784008,0.598344,0.037014,0.822644,0.818859,-0.965557,-0.003785,-1.836474,-1.834746,0.522271,0.001729,0.982725,0.987379,0.870840,0.004654,-1.828426,-1.784008,0.541194,0.044417,0.838578,0.818859,-0.758047,-0.019719,-1.842215,-1.834746,0.294803,0.007469
4.036000,0.974004,0.988844,0.824747,0.014841,-1.821011,-1.783761,0.509430,0.037250,0.823531,0.816887,-0.754192,-0.006644,-1.835348,-1.834020,0.528412,0.001328,0.982864,0.988844,0.750692,0.005980,-1.826059,-1.783761,0.637520,0.042298,0.834831,0.816887,-0.925359,-0.017945,-1.840310,-1.834020,0.393470,0.006289
4.038000,0.975362,0.990293,0.802930,0.014931,-1.821155,-1.783512,0.422185,0.037644,0.823924,0.814927,-0.611564,-0.008997,-1.834489,-1.833285,0.513560,0.001204,0.982726,0.990293,0.627724,0.007567,-1.823543,-1.783512,0.730578,0.040031,0.830514,0.814927,-1.110345,-0.015587,-1.838269,-1.833285,0.487481,0.004984
4.040000,0.976704,0.991726,0.783099,0.015022,-1.821292,-1.783261,0.348585,0.038031,0.823645,0.812981,-0.540720,-0.010664,-1.833482,-1.832541,0.512022,0.000941,0.982618,0.991726,0.525424,0.009108,-1.821110,-1.783261,0.803461,0.037849,0.825935,0.812981,-1.287234,-0.012954,-1.836330,-1.832541,0.559828,0.003788
4.042000,0.978123,0.993141,0.772055,0.015018,-1.821276,-1.783009,0.297530,0.038267,0.822635,0.811049,-0.535373,-0.011587,-1.832056,-1.831788,0.542231,0.000268,0.982839,0.993141,0.463178,0.010303,-1.818977,-1.783009,0.842943,0.035967,0.821429,0.811049,-1.432101,-0.010380,-1.834706,-1.831788,0.597594,0.002918
4.044000,0.979714,0.994540,0.775606,0.014825,-1.821001,-1.782756,0.273510,0.038245,0.820955,0.809130,-0.581071,-0.011825,-1.830205,-1.831026,0.599677,-0.000821,0.983664,0.994540,0.455576,0.010876,-1.817354,-1.782756,0.838178,0.034598,0.817398,0.809130,-1.519613,-0.008267,-1.833710,-1.831026,0.582670,0.002684
4.046000,0.981544,0.995921,0.796499,0.014377,-1.820431,-1.782502,0.275278,0.037929,0.818741,0.807226,-0.659949,-0.011515,-1.828212,-1.830255,0.659250,-0.002044,0.985236,0.995921,0.505203,0.010684,-1.816341,-1.782502,0.788487,0.033839,0.814215,0.807226,-1.530415,-0.006988,-1.833646,-1.830255,0.500100,0.003391
4.048000,0.983613,0.997285,0.832213,0.013672,-1.819606,-1.782247,0.295806,0.037359,0.816132,0.805337,-0.756635,-0.010795,-1.826536,-1.829476,0.686060,-0.002940,0.987483,0.997285,0.597923,0.009802,-1.815841,-1.782247,0.707692,0.033594,0.811890,0.805337,-1.475207,-0.006553,-1.834206,-1.829476,0.383075,0.004730
4.050000,0.985868,0.998631,0.876491,0.012763,-1.818616,-1.781991,0.325718,0.036625,0.813234,0.803463,-0.860484,-0.009771,-1.825596,-1.828689,0.653641,-0.003093,0.990187,0.998631,0.711025,0.008444,-1.815652,-1.781991,0.615734,0.033660,0.810152,0.803463,-1.384297,-0.006688,-1.834660,-1.828689,0.291585,0.005971
4.052000,0.988230,0.999960,0.922217,0.011730,-1.817546,-1.781735,0.357127,0.035811,0.810116,0.801605,-0.965309,-0.008511,-1.825553,-1.827893,0.558788,-0.002340,0.993101,0.999960,0.822952,0.006859,-1.815559,-1.781735,0.530317,0.033824,0.808627,0.801605,-1.291005,-0.007022,-1.834260,-1.827893,0.277850,0.006366
4.054000,0.990678,1.001271,0.967472,0.010593,-1.816420,-1.781478,0.387963,0.034942,0.806863,0.799762,-1.064466,-0.007101,-1.826167,-1.827091,0.428899,-0.000923,0.996175,1.001271,0.930034,0.005096,-1.815535,-1.781478,0.452549,0.034057,0.808189,0.799762,-1.130209,-0.008427,-1.834888,-1.827091,0.189013,0.007798
4.056000,0.993094,1.002565,1.003516,0.009471,-1.815317,-1.781221,0.412532,0.034095,0.803456,0.797935,-1.160342,-0.005521,-1.827095,-1.826280,0.294975,0.000815,0.999107,1.002565,1.010388,0.003458,-1.815336,-1.781221,0.399598,0.034115,0.808060,0.797935,-0.970376,-0.010124,-1.835212,-1.826280,0.136383,0.008932
4.058000,0.995398,1.003840,1.025762,0.008442,-1.814284,-1.780964,0.428077,0.033320,0.799907,0.796125,-1.252487,-0.003782,-1.827886,-1.825463,0.191385,0.002424,1.001708,1.003840,1.053932,0.002132,-1.814825,-1.780964,0.378036,0.033860,0.808129,0.796125,-0.819578,-0.012005,-1.835286,-1.825463,0.110353,0.009824
4.060000,0.997523,1.005097,1.031297,0.007574,-1.813376,-1.780708,0.431996,0.032668,0.796262,0.794331,-1.337977,-0.001930,-1.828196,-1.824639,0.139471,0.003557,1.003810,1.005097,1.053527,0.001287,-1.813879,-1.780708,0.392247,0.033171,0.808138,0.794331,-0.695976,-0.013807,-1.834920,-1.824639,0.121287,0.010281
4.062000,0.999441,1.006336,1.020429,0.006895,-1.812654,-1.780451,0.421384,0.032203,0.792630,0.792555,-1.409638,-0.000075,-1.827889,-1.823808,0.141603,0.004081,1.005312,1.006336,1.008110,0.001024,-1.812440,-1.780451,0.441335,0.031989,0.807894,0.792555,-0.609931,-0.015338,-1.834081,-1.823808,0.166025,0.010273
4.064000,1.001156,1.007556,0.995993,0.006401,-1.812155,-1.780195,0.395597,0.031960,0.789183,0.790796,-1.456772,0.001614,-1.827042,-1.822970,0.183821,0.004072,1.006219,1.007556,0.924964,0.001337,-1.810553,-1.780195,0.516663,0.030358,0.807246,0.790796,-0.566988,-0.016450,-1.832784,-1.822970,0.238407,0.009814
4.066000,1.002702,1.008758,0.962605,0.006056,-1.811875,-1.779939,0.357258,0.031935,0.786122,0.789055,-1.467830,0.002934,-1.825869,-1.822127,0.244282,0.003742,1.006644,1.008758,0.818041,0.002115,-1.808347,-1.779939,0.604585,0.028408,0.806122,0.789055,-0.566229,-0.017067,-1.831113,-1.822127,0.327983,0.008986
4.068000,1.004136,1.009942,0.925748,0.005805,-1.811774,-1.779684,0.311210,0.032090,0.783635,0.787332,-1.434124,0.003697,-1.824603,-1.821277,0.302588,0.003325,1.006755,1.009942,0.703661,0.003187,-1.805983,-1.779684,0.691255,0.026298,0.804515,0.787332,-0.601857,-0.017183,-1.829198,-1.821277,0.422356,0.007921
4.070000,1.005525,1.011106,0.891030,0.005581,-1.811792,-1.779430,0.263189,0.032362,0.781853,0.785628,-1.352647,0.003774,-1.823406,-1.820422,0.346921,0.002984,1.006754,1.011106,0.598055,0.004352,-1.803628,-1.779430,0.764182,0.024197,0.802471,0.785628,-0.664877,-0.016844,-1.827195,-1.820422,0.509273,0.006773
4.072000,1.006937,1.012252,0.863268,0.005315,-1.811859,-1.779177,0.218679,0.032682,0.780816,0.783942,-1.227566,0.003126,-1.822318,-1.819561,0.376524,0.002756,1.006839,1.012252,0.514730,0.005413,-1.801435,-1.779177,0.813992,0.022258,0.800072,0.783942,-0.745098,-0.016130,-1.825251,-1.819561,0.578680,0.005689
4.074000,1.008421,1.013379,0.845111,0.004958,-1.811889,-1.778926,0.183642,0.032963,0.780460,0.782275,-1.070097,0.001814,-1.821250,-1.818696,0.400148,0.002554,1.007178,1.013379,0.462969,0.006200,-1.799523,-1.778926,0.835340,0.020597,0.797417,0.782275,-0.832448,-0.015142,-1.823489,-1.818696,0.624023,0.004793
4.076000,1.010005,1.014486,0.837143,0.004481,-1.811799,-1.778675,0.162798,0.033124,0.780632,0.780627,-0.896697,-0.000005,-1.820056,-1.817825,0.429656,0.002231,1.007887,1.014486,0.446664,0.006599,-1.797958,-1.778675,0.827365,0.019283,0.794607,0.780627,-0.918322,-0.013980,-1.821988,-1.817825,0.642959,0.004163
4.078000,1.011693,1.015575,0.838190,0.003882,-1.811525,-1.778427,0.158932,0.033099,0.781111,0.778999,-0.726284,-0.002112,-1.818627,-1.816950,0.472413,0.001677,1.009023,1.015575,0.464839,0.006552,-1.796759,-1.778427,0.793222,0.018332,0.791732,0.778999,-0.996168,-0.012734,-1.820776,-1.816950,0.637424,0.003826
4.080000,1.013471,1.016644,0.845822,0.003173,-1.811032,-1.778179,0.172080,0.032853,0.781647,0.777390,-0.577135,-0.004257,-1.816953,-1.816070,0.527069,0.000883,1.010581,1.016644,0.512030,0.006063,-1.795893,-1.778179,0.739158,0.017714,0.788865,0.777390,-1.061801,-0.011475,-1.819833,-1.816070,0.612535,0.003763
4.082000,1.015310,1.017694,0.856873,0.002384,-1.810326,-1.777934,0.199238,0.032392,0.781998,0.775802,-0.464218,-0.006196,-1.815140,-1.815186,0.583963,-0.000046,1.012488,1.017694,0.578217,0.005206,-1.795298,-1.777934,0.672946,0.017363,0.786053,0.775802,-1.113386,-0.010251,-1.819109,-1.815186,0.574996,0.003922
4.084000,1.017195,1.018725,0.869674,0.001530,-1.809585,-1.777691,0.224940,0.031894,0.783326,0.774234,-0.295040,-0.009091,-1.816363,-1.814299,0.404675,0.002064,1.014554,1.018725,0.646395,0.004171,-1.794852,-1.777691,0.605396,0.017161,0.783250,0.774234,-1.156610,-0.009016,-1.818489,-1.814299,0.535217,0.004190
4.086000,1.019022,1.019735,0.876291,0.000713,-1.808569,-1.777450,0.267415,0.031119,0.783777,0.772687,-0.216916,-0.011090,-1.816452,-1.813407,0.337291,0.003045,1.016777,1.019735,0.716191,0.002959,-1.794517,-1.777450,0.539727,0.017067,0.780621,0.772687,-1.180349,-0.007933,-1.817991,-1.813407,0.492273,0.004584
4.088000,1.020749,1.020727,0.874315,-0.000022,-1.807280,-1.777211,0.323961,0.030069,0.783074,0.771161,-0.237133,-0.011913,-1.814917,-1.812513,0.401809,0.002405,1.019062,1.020727,0.780127,0.001665,-1.794208,-1.777211,0.481955,0.016997,0.778207,0.771161,-1.184356,-0.007045,-1.817549,-1.812513,0.451568,0.005037
4.090000,1.022393,1.021698,0.866461,-0.000694,-1.805957,-1.776975,0.374553,0.028982,0.782405,0.769656,-0.251742,-0.012749,-1.814771,-1.811615,0.352535,0.003156,1.021243,1.021698,0.826671,0.000456,-1.793822,-1.776975,0.438645,0.016847,0.775941,0.769656,-1.176589,-0.006285,-1.817042,-1.811615,0.421859,0.005428
4.092000,1.023915,1.022650,0.850677,-0.001265,-1.804546,-1.776741,0.424235,0.027805,0.780965,0.768173,-0.321947,-0.012792,-1.814228,-1.810714,0.340370,0.003514,1.023301,1.022650,0.857046,-0.000651,-1.793340,-1.776741,0.408934,0.016599,0.773898,0.768173,-1.153367,-0.005725,-1.816467,-1.810714,0.401725,0.005753
4.094000,1.025311,1.023582,0.827782,-0.001729,-1.803105,-1.776510,0.468635,0.026595,0.778872,0.766711,-0.430638,-0.012161,-1.813469,-1.809810,0.346197,0.003659,1.025182,1.023582,0.869529,-0.001599,-1.792740,-1.776510,0.392637,0.016230,0.772078,0.766711,-1.116869,-0.005367,-1.815798,-1.809810,0.391630,0.005988
4.096000,1.026587,1.024494,0.799328,-0.002093,-1.801691,-1.776282,0.504402,0.025409,0.776246,0.765271,-0.563003,-0.010975,-1.812613,-1.808905,0.358524,0.003708,1.026855,1.024494,0.864623,-0.002361,-1.792016,-1.776282,0.388048,0.015734,0.770478,0.765271,-1.069301,-0.005207,-1.815030,-1.808905,0.390532,0.006125
4.098000,1.027759,1.025386,0.767341,-0.002373,-1.800350,-1.776057,0.529304,0.024293,0.773232,0.763853,-0.704610,-0.009378,-1.811747,-1.807997,0.369663,0.003750,1.028318,1.025386,0.844613,-0.002932,-1.791182,-1.776057,0.392371,0.015125,0.769091,0.763853,-1.012958,-0.005237,-1.814170,-1.807997,0.396430,0.006173
4.100000,1.028850,1.026258,0.734010,-0.002592,-1.799120,-1.775836,0.542211,0.023284,0.770002,0.762458,-0.841182,-0.007543,-1.810946,-1.807087,0.374318,0.003859,1.029584,1.026258,0.812908,-0.003326,-1.790265,-1.775836,0.402311,0.014429,0.767901,0.762458,-0.950280,-0.005442,-1.813237,-1.807087,0.406901,0.006151
4.102000,1.029882,1.027110,0.701363,-0.002773,-1.798025,-1.775617,0.543013,0.022407,0.766747,0.761086,-0.959120,-0.005661,-1.810269,-1.806175,0.368949,0.004094,1.030682,1.027110,0.773329,-0.003573,-1.789296,-1.775617,0.414657,0.013678,0.766885,0.761086,-0.883929,-0.005799,-1.812254,-1.806175,0.419594,0.006079
4.104000,1.030880,1.027941,0.670983,-0.002939,-1.797079,-1.775402,0.532477,0.021677,0.763666,0.759736,-1.046320,-0.003930,-1.809764,-1.805262,0.351443,0.004502,1.031644,1.027941,0.729459,-0.003703,-1.788305,-1.775402,0.426743,0.012903,0.766011,0.759736,-0.816850,-0.006275,-1.811241,-1.805262,0.432639,0.005979
4.106000,1.031860,1.028752,0.643805,-0.003108,-1.796286,-1.775191,0.512078,0.021095,0.760950,0.758410,-1.093040,-0.002541,-1.809467,-1.804348,0.320976,0.005120,1.032499,1.028752,0.684161,-0.003747,-1.787318,-1.775191,0.436754,0.012127,0.765239,0.758410,-0.752277,-0.006829,-1.810213,-1.804348,0.444896,0.005865
4.108000,1.032830,1.029543,0.620013,-0.003287,-1.795638,-1.774983,0.483838,0.020655,0.758770,0.757106,-1.092621,-0.001663,-1.809399,-1.803433,0.277965,0.005966,1.033269,1.029543,0.639319,-0.003726,-1.786350,-1.774983,0.443819,0.011367,0.764516,0.757106,-0.693644,-0.007409,-1.809174,-1.803433,0.456029,0.005742
4.110000,1.033791,1.030313,0.599052,-0.003477,-1.795119,-1.774779,0.450190,0.020340,0.757260,0.755827,-1.041969,-0.001433,-1.809562,-1.802517,0.224065,0.007045,1.033968,1.030313,0.595818,-0.003655,-1.785408,-1.774779,0.447922,0.010629,0.763785,0.755827,-0.644386,-0.007959,-1.808124,-1.802517,0.466409,0.005607
4.112000,1.034731,1.031063,0.579743,-0.003668,-1.794703,-1.774580,0.413852,0.020124,0.756512,0.754571,-0.941733,-0.001942,-1.809939,-1.801600,0.162148,0.008339,1.034598,1.031063,0.553734,-0.003535,-1.784489,-1.774580,0.449655,0.009910,0.762986,0.754571,-0.607650,-0.008416,-1.807052,-1.801600,0.476868,0.005451
4.114000,1.035634,1.031793,0.560470,-0.003841,-1.794357,-1.774384,0.377734,0.019973,0.756570,0.753339,-0.796183,-0.003231,-1.810494,-1.800684,0.096211,0.009810,1.035158,1.031793,0.512665,-0.003366,-1.783587,-1.774384,0.449895,0.009203,0.762060,0.753339,-0.585957,-0.008721,-1.805944,-1.800684,0.488386,0.005260
4.116000,1.036474,1.032501,0.539430,-0.003973,-1.794041,-1.774193,0.344832,0.019848,0.757422,0.752131,-0.612836,-0.005291,-1.811169,-1.799767,0.031181,0.011401,1.035643,1.032501,0.472114,-0.003142,-1.782693,-1.774193,0.449467,0.008500,0.760956,0.752131,-0.580866,-0.008825,-1.804789,-1.799767,0.501755,0.005022
4.118000,1.037220,1.033189,0.514417,-0.004030,-1.793692,-1.774005,0.319258,0.019686,0.758688,0.750947,-0.425972,-0.007740,-1.811882,-1.798851,-0.026984,0.013031,1.036054,1.033189,0.432163,-0.002865,-1.781805,-1.774005,0.448644,0.007799,0.759641,0.750947,-0.592401,-0.008693,-1.803581,-1.798851,0.517092,0.004730
4.120000,1.037840,1.033857,0.483784,-0.003983,-1.793240,-1.773823,0.305247,0.019417,0.759841,0.749789,-0.275614,-0.010052,-1.812479,-1.797935,-0.067732,0.014544,1.036414,1.033857,0.394338,-0.002558,-1.780935,-1.773823,0.446567,0.007112,0.758108,0.749789,-0.618457,-0.008320,-1.802330,-1.797935,0.533340,0.004396
